ID,año,subsector,categoria_generador,categoria_residuo,tipo_residuo,generacion_estimada,estado_etiqueta
1,2017,petrolero,microgenerador,residuos de hidrocarburos,otros,1.22,Aguascalientes
1,2017,petrolero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.04,Aguascalientes
1,2017,petrolero,microgenerador,líquidos de proceso,agua contaminada,0.09,Aguascalientes
1,2017,petrolero,microgenerador,lodos aceitosos,residuos de hidrocarburos,1.08,Aguascalientes
1,2017,petrolero,microgenerador,sólidos,sólidos contaminados,3.12,Aguascalientes
1,2017,petrolero,pequeño generador,aceites gastados,aceites lubricantes,0.58,Aguascalientes
1,2017,petrolero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,0.16,Aguascalientes
1,2017,petrolero,pequeño generador,líquidos de proceso,agua contaminada,2.55,Aguascalientes
1,2017,petrolero,pequeño generador,lodos,lodos,8.52,Aguascalientes
1,2017,petrolero,pequeño generador,lodos aceitosos,residuos de hidrocarburos,1.46,Aguascalientes
1,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,2.42,Aguascalientes
1,2017,petrolero,pequeño generador,sólidos,otros,0.05,Aguascalientes
1,2017,petrolero,pequeño generador,solventes,solventes,0.03,Aguascalientes
1,2018,petrolífero,microgenerador,aceites gastados,aceites gastados,0.2,Aguascalientes
1,2018,petrolífero,microgenerador,aceites gastados,aceites gastados,0.31,Aguascalientes
1,2018,petrolífero,microgenerador,filtros contaminados,filtros contaminados,0.1,Aguascalientes
1,2018,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,1.69,Aguascalientes
1,2018,petrolífero,microgenerador,lámparas fluorescentes,otros,0.0,Aguascalientes
1,2018,petrolífero,microgenerador,líquidos de proceso,lodos,0.11,Aguascalientes
1,2018,petrolífero,microgenerador,lodos contaminados con hidrocarburos,lodos,3.2,Aguascalientes
1,2018,petrolífero,microgenerador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,0.71,Aguascalientes
1,2018,petrolífero,microgenerador,sólidos contaminados,sólidos contaminados,4.15,Aguascalientes
1,2018,petrolífero,pequeño generador,aceites gastados,aceites gastados,1.35,Aguascalientes
1,2018,petrolífero,pequeño generador,baterías alcalinas,baterías y pilas,0.01,Aguascalientes
1,2018,petrolífero,pequeño generador,filtros contaminados,filtros contaminados,0.58,Aguascalientes
1,2018,petrolífero,pequeño generador,lámparas fluorescentes,otros,0.06,Aguascalientes
1,2018,petrolífero,pequeño generador,líquidos de proceso,agua contaminada,24.4,Aguascalientes
1,2018,petrolífero,pequeño generador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,39.67,Aguascalientes
1,2018,petrolífero,pequeño generador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,0.11,Aguascalientes
1,2018,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.06,Aguascalientes
1,2018,petrolífero,pequeño generador,sólidos contaminados,sólidos contaminados,4.03,Aguascalientes
1,2018,petrolífero,pequeño generador,sólidos contaminados,sólidos contaminados,0.19,Aguascalientes
1,2019,petrolífero,microgenerador,aceites gastados,aceites hidráulicos,0.0,Aguascalientes
1,2019,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.0,Aguascalientes
1,2019,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.1564,Aguascalientes
1,2019,petrolífero,microgenerador,líquidos de proceso,otros,0.0476,Aguascalientes
1,2019,petrolífero,microgenerador,lodos,lodos,0.085,Aguascalientes
1,2019,petrolífero,microgenerador,lodos,lodos,0.0,Aguascalientes
1,2019,petrolífero,microgenerador,sólidos,sólidos contaminados,0.181,Aguascalientes
1,2019,petrolífero,microgenerador,sólidos,filtros contaminados,0.0,Aguascalientes
1,2019,petrolífero,microgenerador,sólidos,otros,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,líquidos de proceso,otros,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,lodos,lodos,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,lodos,lodos,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,sólidos,filtros contaminados,0.0,Aguascalientes
1,2019,petrolífero,pequeño generador,sólidos,otros,0.0,Aguascalientes
1,2020,petrolífero,microgenerador,aceites lubricantes,aceites gastados,0.24,Aguascalientes
1,2020,petrolífero,microgenerador,líquidos de proceso,agua contaminada,0.015,Aguascalientes
1,2020,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.22,Aguascalientes
1,2020,petrolífero,microgenerador,lámparas fluorescentes,otros,0.0036,Aguascalientes
1,2020,petrolífero,microgenerador,sólidos,sólidos contaminados,1.916,Aguascalientes
1,2020,petrolífero,microgenerador,lodos,lodos,1.017,Aguascalientes
1,2020,petrolífero,pequeño generador,aceites lubricantes,aceites gastados,0.9968,Aguascalientes
1,2020,petrolífero,pequeño generador,líquidos de proceso,agua contaminada,28.55,Aguascalientes
1,2020,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,0.98,Aguascalientes
1,2020,petrolífero,pequeño generador,lámparas fluorescentes,otros,0.909,Aguascalientes
1,2020,petrolífero,pequeño generador,sólidos,sólidos contaminados,1.8195,Aguascalientes
1,2020,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.031,Aguascalientes
1,2020,petrolífero,pequeño generador,lodos,lodos,1.603,Aguascalientes
1,2021,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.24,Aguascalientes
1,2021,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.22,Aguascalientes
1,2021,petrolífero,microgenerador,otros,agua contaminada,0.02,Aguascalientes
1,2021,petrolífero,microgenerador,sólidos,sólidos contaminados,1.92,Aguascalientes
1,2021,petrolífero,microgenerador,sólidos,otros,0.0,Aguascalientes
1,2021,petrolífero,microgenerador,lodos,lodos,1.02,Aguascalientes
1,2021,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,1.0,Aguascalientes
1,2021,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.03,Aguascalientes
1,2021,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,0.98,Aguascalientes
1,2021,petrolífero,pequeño generador,otros,agua contaminada,28.55,Aguascalientes
1,2021,petrolífero,pequeño generador,sólidos,sólidos contaminados,1.82,Aguascalientes
1,2021,petrolífero,pequeño generador,sólidos,otros,0.91,Aguascalientes
1,2021,petrolífero,pequeño generador,lodos,lodos,1.6,Aguascalientes
1,2022,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.26,Aguascalientes
1,2022,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.0,Aguascalientes
1,2022,petrolífero,microgenerador,lodos,lodos,0.3,Aguascalientes
1,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.07,Aguascalientes
1,2022,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.02,Aguascalientes
1,2022,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.1,Aguascalientes
1,2022,petrolífero,microgenerador,lodos,lodos,0.1,Aguascalientes
1,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.18,Aguascalientes
1,2022,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.03,Aguascalientes
1,2022,petrolífero,microgenerador,lodos,lodos,0.03,Aguascalientes
1,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.29,Aguascalientes
1,2023,petrolífero,microgenerador,aceites gastados,aceites hidráulicos,0.08,Aguascalientes
1,2023,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.29,Aguascalientes
1,2023,petrolífero,microgenerador,lodos,lodos,0.26,Aguascalientes
1,2023,petrolífero,microgenerador,sólidos,sólidos contaminados,0.16,Aguascalientes
1,2023,petrolífero,microgenerador,sólidos,otros,0.02,Aguascalientes
1,2023,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,3.5,Aguascalientes
1,2023,petrolífero,pequeño generador,agua contaminada,agua contaminada,0.3,Aguascalientes
1,2023,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.6,Aguascalientes
1,2023,petrolífero,microgenerador,lodos,lodos,0.21,Aguascalientes
1,2023,petrolífero,microgenerador,sólidos,sólidos contaminados,0.1,Aguascalientes
2,2017,petrolero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.01,Baja California
2,2017,petrolero,microgenerador,lodos aceitosos,lodos,1.77,Baja California
2,2017,petrolero,microgenerador,sólidos,sólidos contaminados,5.71,Baja California
2,2017,petrolero,pequeño generador,aceites gastados,aceites lubricantes,1.35,Baja California
2,2017,petrolero,pequeño generador,baterías y pilas,sin datos,0.39,Baja California
2,2017,petrolero,pequeño generador,escorias,sólidos contaminados,0.2,Baja California
2,2017,petrolero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,49.62,Baja California
2,2017,petrolero,pequeño generador,líquidos de proceso,agua contaminada,0.4,Baja California
2,2017,petrolero,pequeño generador,líquidos de proceso,otros,0.2,Baja California
2,2017,petrolero,pequeño generador,lodos aceitosos,residuos de hidrocarburos,31.45,Baja California
2,2017,petrolero,pequeño generador,sólidos,otros,0.4,Baja California
2,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,22.02,Baja California
2,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,0.05,Baja California
2,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,60.15,Baja California
2,2017,petrolero,pequeño generador,sólidos,otros,0.46,Baja California
2,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,0.18,Baja California
2,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,0.2,Baja California
2,2017,petrolero,pequeño generador,metales,sólidos contaminados,0.2,Baja California
2,2017,petróleo y petroquímica,microgenerador,aceites gastados,aceites lubricantes,0.0,Baja California
2,2017,petróleo y petroquímica,microgenerador,baterías y pilas,baterías y pilas,0.0,Baja California
2,2017,petróleo y petroquímica,microgenerador,baterías y pilas,baterías y pilas,0.01,Baja California
2,2017,petróleo y petroquímica,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2017,petróleo y petroquímica,microgenerador,sólidos,otros,0.0,Baja California
2,2017,petróleo y petroquímica,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2017,petróleo y petroquímica,pequeño generador,aceites gastados,aceites lubricantes,0.35,Baja California
2,2017,petróleo y petroquímica,pequeño generador,baterías y pilas,baterías y pilas,0.02,Baja California
2,2017,petróleo y petroquímica,pequeño generador,baterías y pilas,baterías y pilas,0.18,Baja California
2,2017,petróleo y petroquímica,pequeño generador,pinturas y productos relacionados,pinturas y productos relacionados,0.15,Baja California
2,2017,petróleo y petroquímica,pequeño generador,sólidos,sólidos contaminados,0.2,Baja California
2,2017,petróleo y petroquímica,pequeño generador,sólidos,sólidos contaminados,0.15,Baja California
2,2017,petróleo y petroquímica,pequeño generador,sólidos,otros,0.06,Baja California
2,2018,petrolífero,microgenerador,aceites gastados,aceites gastados,0.01,Baja California
2,2018,petrolífero,microgenerador,aceites gastados,aceites gastados,0.02,Baja California
2,2018,petrolífero,microgenerador,lámparas fluorescentes,otros,0.01,Baja California
2,2018,petrolífero,microgenerador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,6.08,Baja California
2,2018,petrolífero,microgenerador,sólidos contaminados,sólidos contaminados,5.48,Baja California
2,2018,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.22,Baja California
2,2018,petrolífero,microgenerador,líquidos de proceso,agua contaminada,0.13,Baja California
2,2018,petrolífero,pequeño generador,aceites gastados,aceites gastados,0.84,Baja California
2,2018,petrolífero,pequeño generador,aceites gastados,aceites gastados,0.61,Baja California
2,2018,petrolífero,pequeño generador,baterías alcalinas,baterías y pilas,0.04,Baja California
2,2018,petrolífero,pequeño generador,filtros contaminados,filtros contaminados,0.4,Baja California
2,2018,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,33.53,Baja California
2,2018,petrolífero,pequeño generador,lámparas fluorescentes,otros,0.33,Baja California
2,2018,petrolífero,pequeño generador,líquidos de proceso,agua contaminada,51.9,Baja California
2,2018,petrolífero,pequeño generador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,34.6,Baja California
2,2018,petrolífero,pequeño generador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,1.0,Baja California
2,2018,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.18,Baja California
2,2018,petrolífero,pequeño generador,sólidos contaminados,sólidos contaminados,42.18,Baja California
2,2018,petrolífero,pequeño generador,sólidos contaminados,sólidos contaminados,6.47,Baja California
2,2018,petrolífero,pequeño generador,solventes,solventes,0.14,Baja California
2,2018,petrolero,microgenerador,aceites gastados,aceites gastados,0.0,Baja California
2,2018,petrolero,microgenerador,pinturas y productos relacionados,pinturas y productos relacionados,0.01,Baja California
2,2018,petrolero,microgenerador,pinturas y productos relacionados,pinturas y productos relacionados,0.01,Baja California
2,2018,petrolero,microgenerador,sólidos,sólidos contaminados,0.05,Baja California
2,2018,petrolero,microgenerador,sólidos,sólidos contaminados,0.01,Baja California
2,2018,petrolero,microgenerador,sólidos,sólidos contaminados,0.02,Baja California
2,2019,petrolero,microgenerador,aceites gastados,aceites lubricantes,0.0005,Baja California
2,2019,petrolero,microgenerador,pinturas y productos relacionados,sólidos contaminados,0.002,Baja California
2,2019,petrolero,microgenerador,pinturas y productos relacionados,pinturas y productos relacionados,0.001,Baja California
2,2019,petrolero,microgenerador,sólidos,sólidos contaminados,0.01,Baja California
2,2019,petrolero,microgenerador,sólidos,sólidos contaminados,0.001,Baja California
2,2019,petrolero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2019,petrolero,microgenerador,sólidos,baterías y pilas,0.002,Baja California
2,2019,petrolero,microgenerador,sólidos,sólidos contaminados,0.004,Baja California
2,2019,petrolífero,microgenerador,aceites gastados,aceites hidráulicos,0.0,Baja California
2,2019,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.006,Baja California
2,2019,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.0,Baja California
2,2019,petrolífero,microgenerador,líquidos de proceso,otros,0.0,Baja California
2,2019,petrolífero,microgenerador,lodos,lodos,0.0,Baja California
2,2019,petrolífero,microgenerador,sólidos,sólidos contaminados,0.158,Baja California
2,2019,petrolífero,microgenerador,sólidos,otros,0.002,Baja California
2,2019,petrolífero,pequeño generador,aceites gastados,aceites hidráulicos,0.0,Baja California
2,2019,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,0.0,Baja California
2,2019,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.0,Baja California
2,2019,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.0,Baja California
2,2019,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,4.258,Baja California
2,2019,petrolífero,pequeño generador,líquidos de proceso,sustancias corrosivas,0.0,Baja California
2,2019,petrolífero,pequeño generador,lodos,lodos,0.0,Baja California
2,2019,petrolífero,pequeño generador,lodos,lodos,0.0,Baja California
2,2019,petrolífero,pequeño generador,sólidos,sólidos contaminados,4.112,Baja California
2,2019,petrolífero,pequeño generador,sólidos,filtros contaminados,0.0,Baja California
2,2019,petrolífero,pequeño generador,sólidos,otros,0.0,Baja California
2,2019,petrolífero,pequeño generador,solventes,solventes,0.0,Baja California
2,2020,petrolero,pequeño generador,aceites gastados,aceites gastados,0.7,Baja California
2,2020,petrolero,pequeño generador,aceites gastados,aceites gastados,0.35,Baja California
2,2020,petrolero,pequeño generador,aceites gastados,aceites gastados,0.05,Baja California
2,2020,petrolero,pequeño generador,otros,baterías y pilas,0.05,Baja California
2,2020,petrolero,pequeño generador,otros,sólidos contaminados,2.0,Baja California
2,2020,petrolero,pequeño generador,otros,baterías y pilas,0.1,Baja California
2,2020,petrolero,pequeño generador,otros,aceites gastados,0.05,Baja California
2,2020,petrolero,pequeño generador,sólidos,sólidos contaminados,0.05,Baja California
2,2020,petrolero,pequeño generador,sólidos,sólidos contaminados,0.5,Baja California
2,2020,petrolero,pequeño generador,sólidos,sólidos contaminados,0.14,Baja California
2,2020,petrolero,pequeño generador,sólidos,sólidos contaminados,0.05,Baja California
2,2020,petrolero,pequeño generador,sólidos,sólidos contaminados,0.14,Baja California
2,2020,petrolero,pequeño generador,sólidos,sólidos contaminados,0.07,Baja California
2,2020,petrolífero,microgenerador,aceites lubricantes,aceites gastados,0.019,Baja California
2,2020,petrolífero,microgenerador,líquidos de proceso,agua contaminada,0.327,Baja California
2,2020,petrolífero,microgenerador,baterías y pilas,baterías y pilas,0.001,Baja California
2,2020,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.88,Baja California
2,2020,petrolífero,microgenerador,lodos,lodos,1.37,Baja California
2,2020,petrolífero,microgenerador,sólidos,sólidos contaminados,2.176,Baja California
2,2020,petrolífero,pequeño generador,aceites lubricantes,aceites gastados,10.162,Baja California
2,2020,petrolífero,pequeño generador,líquidos de proceso,agua contaminada,6.36,Baja California
2,2020,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.02,Baja California
2,2020,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,17.758,Baja California
2,2020,petrolífero,pequeño generador,lámparas fluorescentes,otros,0.01,Baja California
2,2020,petrolífero,pequeño generador,lodos,lodos,32.83886,Baja California
2,2020,petrolífero,pequeño generador,sólidos,sólidos contaminados,47.63971,Baja California
2,2021,petrolero,pequeño generador,aceites gastados,aceites hidráulicos,0.7,Baja California
2,2021,petrolero,pequeño generador,aceites gastados,aceites lubricantes,0.35,Baja California
2,2021,petrolero,pequeño generador,aceites gastados,aceites lubricantes,0.1,Baja California
2,2021,petrolero,pequeño generador,baterías y pilas,baterías y pilas,0.1,Baja California
2,2021,petrolero,pequeño generador,baterías y pilas,baterías y pilas,0.05,Baja California
2,2021,petrolero,pequeño generador,sólidos,sólidos contaminados,0.05,Baja California
2,2021,petrolero,pequeño generador,sólidos,sólidos contaminados,0.35,Baja California
2,2021,petrolero,pequeño generador,sólidos,sólidos contaminados,0.55,Baja California
2,2021,petrolero,pequeño generador,sólidos,sólidos contaminados,2.0,Baja California
2,2021,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.02,Baja California
2,2021,petrolífero,microgenerador,baterías y pilas,baterías y pilas,0.0,Baja California
2,2021,petrolífero,microgenerador,residuos de hidrocarburos,residuos de hidrocarburos,0.88,Baja California
2,2021,petrolífero,microgenerador,otros,agua contaminada,0.33,Baja California
2,2021,petrolífero,microgenerador,sólidos,sólidos contaminados,2.18,Baja California
2,2021,petrolífero,microgenerador,lodos,lodos,1.37,Baja California
2,2021,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,10.16,Baja California
2,2021,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.02,Baja California
2,2021,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,17.76,Baja California
2,2021,petrolífero,pequeño generador,otros,agua contaminada,6.36,Baja California
2,2021,petrolífero,pequeño generador,sólidos,sólidos contaminados,47.64,Baja California
2,2021,petrolífero,pequeño generador,sólidos,otros,0.01,Baja California
2,2021,petrolífero,pequeño generador,lodos,lodos,32.84,Baja California
2,2022,petrolífero,microgenerador,lodos,lodos,0.11,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.62,Baja California
2,2022,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,0.59,Baja California
2,2022,petrolífero,pequeño generador,lodos,lodos,1.1,Baja California
2,2022,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.97,Baja California
2,2022,petrolífero,pequeño generador,agua contaminada,agua contaminada,0.4,Baja California
2,2022,petrolífero,pequeño generador,lodos,lodos,4.1,Baja California
2,2022,petrolífero,pequeño generador,lodos,lodos,0.4,Baja California
2,2022,petrolífero,pequeño generador,otros,otros,0.8,Baja California
2,2022,petrolífero,pequeño generador,otros,otros,1.5,Baja California
2,2022,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.15,Baja California
2,2022,petrolífero,pequeño generador,sólidos,sólidos contaminados,3.0,Baja California
2,2022,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.0,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2022,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2022,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,0.8,Baja California
2,2022,petrolífero,pequeño generador,lodos,lodos,3.2,Baja California
2,2022,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.91,Baja California
2,2023,petrolífero,pequeño generador,lodos,lodos,0.8,Baja California
2,2023,petrolífero,pequeño generador,sólidos,sólidos contaminados,0.04,Baja California
2,2023,petrolífero,microgenerador,lodos,lodos,0.8,Baja California
2,2023,petrolífero,pequeño generador,lodos,lodos,3.7,Baja California
2,2023,petrolífero,pequeño generador,sólidos,sólidos contaminados,1.23,Baja California
2,2023,petrolífero,gran generador,aceites gastados,aceites hidráulicos,0.1,Baja California
2,2023,petrolífero,gran generador,aceites gastados,aceites lubricantes,0.05,Baja California
2,2023,petrolífero,gran generador,aceites gastados,aceites lubricantes,0.5,Baja California
2,2023,petrolífero,gran generador,agua contaminada,agua contaminada,0.0,Baja California
2,2023,petrolífero,gran generador,baterías y pilas,baterías y pilas,0.02,Baja California
2,2023,petrolífero,gran generador,biológico infeccioso,biológico infeccioso,0.0,Baja California
2,2023,petrolífero,gran generador,sólidos,sólidos contaminados,0.05,Baja California
2,2023,petrolífero,gran generador,sólidos,sólidos contaminados,0.1,Baja California
2,2023,petrolífero,gran generador,sólidos,otros,0.01,Baja California
2,2023,petrolífero,gran generador,sólidos,sólidos contaminados,0.01,Baja California
2,2023,petrolífero,gran generador,solventes,otros,0.01,Baja California
2,2023,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.05,Baja California
2,2023,petrolífero,microgenerador,baterías y pilas,baterías y pilas,0.01,Baja California
2,2023,petrolífero,microgenerador,sólidos,sólidos contaminados,0.0,Baja California
2,2023,petrolífero,microgenerador,sólidos,sólidos contaminados,0.02,Baja California
2,2023,petrolífero,microgenerador,sólidos,sólidos contaminados,0.09,Baja California
2,2023,petrolífero,pequeño generador,aceites gastados,aceites lubricantes,0.05,Baja California
2,2023,petrolífero,pequeño generador,agua contaminada,agua contaminada,5.8,Baja California
2,2023,petrolífero,pequeño generador,baterías y pilas,baterías y pilas,0.01,Baja California
2,2023,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,1.21,Baja California
2,2023,petrolífero,pequeño generador,lodos,lodos,3.12,Baja California
2,2023,petrolífero,pequeño generador,sólidos,sólidos contaminados,2.52,Baja California
2,2023,petrolífero,pequeño generador,sólidos,otros,0.02,Baja California
3,2017,petrolero,microgenerador,aceites gastados,aceites hidráulicos,0.11,Baja California Sur
3,2017,petrolero,microgenerador,aceites gastados,aceites lubricantes,0.16,Baja California Sur
3,2017,petrolero,microgenerador,lodos,lodos,0.12,Baja California Sur
3,2017,petrolero,microgenerador,lodos aceitosos,lodos,0.08,Baja California Sur
3,2017,petrolero,microgenerador,lodos aceitosos,lodos,0.31,Baja California Sur
3,2017,petrolero,microgenerador,pinturas y productos relacionados,pinturas y productos relacionados,0.03,Baja California Sur
3,2017,petrolero,microgenerador,sólidos,sólidos contaminados,0.03,Baja California Sur
3,2017,petrolero,microgenerador,sólidos,sólidos contaminados,0.05,Baja California Sur
3,2017,petrolero,microgenerador,sólidos,sólidos contaminados,0.04,Baja California Sur
3,2017,petrolero,microgenerador,sólidos,sin datos,0.0,Baja California Sur
3,2017,petrolero,microgenerador,sólidos,sólidos contaminados,0.01,Baja California Sur
3,2017,petrolero,pequeño generador,aceites gastados,aceites hidráulicos,0.05,Baja California Sur
3,2017,petrolero,pequeño generador,aceites gastados,aceites lubricantes,5.35,Baja California Sur
3,2017,petrolero,pequeño generador,baterías y pilas,baterías y pilas,0.01,Baja California Sur
3,2017,petrolero,pequeño generador,baterías y pilas,baterías y pilas,0.01,Baja California Sur
3,2017,petrolero,pequeño generador,líquidos de proceso,agua contaminada,100.0,Baja California Sur
3,2017,petrolero,pequeño generador,lodos,lodos,0.1,Baja California Sur
3,2017,petrolero,pequeño generador,lodos aceitosos,residuos de hidrocarburos,0.1,Baja California Sur
3,2017,petrolero,pequeño generador,lodos aceitosos,lodos,4.9,Baja California Sur
3,2017,petrolero,pequeño generador,lodos aceitosos,lodos,0.7,Baja California Sur
3,2017,petrolero,pequeño generador,sólidos,otros,0.11,Baja California Sur
3,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,1.19,Baja California Sur
3,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,1.76,Baja California Sur
3,2017,petrolero,pequeño generador,sólidos,otros,0.03,Baja California Sur
3,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,0.28,Baja California Sur
3,2017,petrolero,pequeño generador,sólidos,sólidos contaminados,1.54,Baja California Sur
3,2017,petrolero,microgenerador,solventes,solventes,0.02,Baja California Sur
3,2018,petrolífero,microgenerador,aceites gastados,aceites gastados,0.1,Baja California Sur
3,2018,petrolífero,microgenerador,aceites gastados,aceites gastados,0.02,Baja California Sur
3,2018,petrolífero,microgenerador,sólidos,sólidos contaminados,0.24,Baja California Sur
3,2018,petrolífero,microgenerador,líquidos de proceso,agua contaminada,0.22,Baja California Sur
3,2018,petrolífero,microgenerador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,3.35,Baja California Sur
3,2018,petrolífero,microgenerador,lodos contaminados con hidrocarburos,lodos contaminados con hidrocarburos,0.07,Baja California Sur
3,2018,petrolífero,microgenerador,sólidos contaminados,sólidos contaminados,1.17,Baja California Sur
3,2018,petrolífero,microgenerador,sólidos contaminados,sólidos contaminados,0.18,Baja California Sur
3,2018,petrolífero,pequeño generador,aceites gastados,aceites gastados,2.53,Baja California Sur
3,2018,petrolífero,pequeño generador,filtros contaminados,filtros contaminados,0.15,Baja California Sur
3,2018,petrolífero,pequeño generador,residuos de hidrocarburos,residuos de hidrocarburos,0.44,Baja California Sur
3,2018,petrolífero,pequeño generador,lámparas fluorescentes,otros,0.0,Baja California Sur
3,2018,petrolífero,pequeño generador,líquidos de proceso,agua contaminada,2.77,Baja California Sur
3,2018,petrolífero,pequeño generador,lodos contaminados con hidrocarburos,lodos,3.46,Baja California Sur
3,2018,petrolífero,pequeño generador,pinturas y productos relacionados,pinturas y productos relacionados,0.0,Baja California Sur
3,2018,petrolífero,pequeño generador,sólidos contaminados,sólidos contaminados,2.95,Baja California Sur
3,2018,petrolífero,pequeño generador,solventes,solventes,0.0,Baja California Sur
3,2019,petrolífero,microgenerador,aceites gastados,aceites hidráulicos,0.0,Baja California Sur
3,2019,petrolífero,microgenerador,aceites gastados,aceites lubricantes,0.01,Baja California Sur
